steam_id_number,game_title,release_month,release_year,release_price,lowest_estimated_owners_number,highest_estimated_owners_number,average_estimated_owners_number,developer,publisher
235,Tyranny,November,2016,29.99,"500,000","1,000,000","750,000",Obsidian Entertainment,Paradox Interactive
236,The Banner Saga,January,2014,7.99,"500,000","1,000,000","750,000",Stoic,Stoic Studio
237,Yakuza Kiwami,February,2019,19.99,"500,000","1,000,000","750,000",SEGA,SEGA
238,Darkwood,August,2017,14.99,"500,000","1,000,000","750,000",Acid Wizard Studio,Acid Wizard Studio
239,Tales of Berseria,January,2017,49.99,"500,000","1,000,000","750,000",BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment
240,Battle Brothers,March,2017,14.99,"500,000","1,000,000","750,000",Overhype Studios,Overhype Studios
241,GWENT: The Witcher Card Game,May,2020,0,"1,000,000","2,000,000","1,500,000",CD PROJEKT RED,CD PROJEKT RED
242,S.T.A.L.K.E.R.: Call of Pripyat,February,2010,19.99,"1,000,000","2,000,000","1,500,000",GSC Game World,GSC Game World
243,BioShock Remastered,September,2016,4.99,"1,000,000","2,000,000","1,500,000","2K Boston, 2K Australia, Blind Squirrel, Feral Interactive (Mac)","2K, Feral Interactive (Mac)"
244,Elite Dangerous,April,2015,29.99,"2,000,000","5,000,000","3,500,000",Frontier Developments,Frontier Developments
245,The Elder Scrolls Online,May,2017,19.99,"5,000,000","10,000,000","7,500,000",ZeniMax Online Studios,Bethesda Softworks
246,Ocean's Heart,January,2021,14.99,"50,000","100,000","75,000",Max Mraz,Nordcurrent Labs
247,Ragnarok Online,June,2003,0,"500,000","1,000,000","750,000",Gravity Interactive,Gravity Interactive
248,Fury Unleashed,May,2020,19.99,"100,000","200,000","150,000",Awesome Games Studio,Awesome Games Studio
249,Sang-Froid - Tales of Werewolves,April,2013,0,"200,000","500,000","350,000",Artifice Studio,Artifice Studio
250,Shin Megami Tensei III Nocturne HD Remaster,May,2021,49.99,"100,000","200,000","150,000",ATLUS,SEGA
251,The Incredible Adventures of Van Helsing: Final Cut,November,2015,4.49,"500,000","1,000,000","750,000",NeocoreGames,NeocoreGames
252,King's Bounty: The Legend,September,2008,6.99,"200,000","500,000","350,000",Fulqrum Publishing,Fulqrum Publishing
253,Overlord II,June,2009,9.99,"1,000,000","2,000,000","1,500,000",Triumph Studios,"Codemasters, Electronic Arts"
254,THE LONGING,March,2020,14.99,"200,000","500,000","350,000",Studio Seufz,Application Systems Heidelberg
255,Dungeons of Dredmor,July,2011,4.99,"200,000","500,000","350,000","Gaslamp Games, Inc.","Gaslamp Games, Inc."
256,Cat Quest,August,2017,6.49,"500,000","1,000,000","750,000",The Gentlebros,PQube
257,Gothic II: Gold Edition,November,2005,9.99,"500,000","1,000,000","750,000",Piranha Bytes,THQ Nordic
258,State of Decay,November,2013,20.00,"500,000","1,000,000","750,000",Undead Labs,Xbox Game Studios
259,For The King,April,2018,19.99,"1,000,000","2,000,000","1,500,000",IronOak Games,Curve Games
260,DARK SOULS II: Scholar of the First Sin,April,2015,29.99,"2,000,000","5,000,000","3,500,000","FromSoftware, Inc","Bandai Namco Entertainment, FromSoftware, Inc"
261,PAYDAY 2,August,2013,4.99,"20,000,000","50,000,000","35,000,000",OVERKILL - a Starbreeze Studio.,Starbreeze Publishing AB
262,Guild Wars: Eye of the North,August,2007,19.99,"20,000","20,000","20,000",ArenaNet®,NCSOFT
263,Depths of Peril,November,2010,9.99,"50,000","100,000","75,000",Soldak Entertainment,Soldak Entertainment
264,Midnight Protocol,October,2021,14.99,"20,000","50,000","35,000",LuGus Studios,Iceberg Interactive
265,Objects in Space,June,2018,24.99,"50,000","100,000","75,000",Flat Earth Games,505 Games
266,The Metronomicon: Slay The Dance Floor,September,2016,19.99,"20,000","50,000","35,000",Puuba,Akupara Games
267,Else Heart.Break(),September,2015,24.99,"200,000","500,000","350,000","Erik Svedäng, El Huervo / Niklas Åkerblad, Tobias Sjögren, Oscar ""Ratvader"" Rydelius, Johannes Gotlén",Erik Svedäng AB
268,Half Minute Hero: The Second Coming,April,2014,9.99,"50,000","100,000","75,000",Opus,Marvelous
269,Zwei: The Ilvard Insurrection,October,2017,19.99,"20,000","20,000","20,000",Nihon Falcom,"XSEED Games, Marvelous USA, Inc."
270,Tales of Monkey Island: Complete Season,July,2009,14.99,"200,000","500,000","350,000",Telltale,Telltale
271,The Chronicles of Nyanya,February,2018,1.99,"20,000","20,000","20,000",hamstercube,No Gravity Games
272,DeathSpank: Thongs of Virtue,November,2010,14.99,"50,000","100,000","75,000",Hothead Games,Electronic Arts
273,Shadows of Adam,February,2017,14.99,"20,000","50,000","35,000",Something Classic Games LLC,Something Classic Games LLC
274,Half Past Fate,March,2020,19.99,"20,000","20,000","20,000",Serenity Forge,Way Down Deep
275,Avernum 2: Crystal Souls,January,2015,19.99,"50,000","100,000","75,000",Spiderweb Software,Spiderweb Software
276,Etherlords II,February,2014,4.99,"100,000","200,000","150,000",Nival,Nival
277,Summoner,March,2001,4.99,"100,000","200,000","150,000",Volition,THQ Nordic
278,Xanadu Next,November,2016,14.99,"20,000","50,000","35,000",Nihon Falcom,"XSEED Games, Marvelous USA, Inc."
279,Dungelot: Shattered Lands,February,2016,9.99,"50,000","100,000","75,000",Red Winter Software,tinyBuild
280,Joe Dever's Lone Wolf HD Remastered,November,2014,14.99,"50,000","100,000","75,000",Forge Reply srl,505 Games
281,Werewolf: The Apocalypse — Heart of the Forest,October,2020,14.99,"100,000","200,000","150,000",Different Tales,"Walkabout, Different Tales"
282,Shadow Empire,December,2020,39.99,"20,000","50,000","35,000",VR Designs,Slitherine Ltd.
283,Hard West 2,August,2022,29.99,"50,000","100,000","75,000",Ice Code Games,Good Shepherd Entertainment
284,King's Bounty: Crossworlds,September,2010,14.99,"200,000","500,000","350,000",Katauri Interactive,Fulqrum Publishing
285,Wytchwood,December,2021,19.99,"100,000","200,000","150,000",Alientrap,"Whitethorn Games, WhisperGames"
286,Jupiter Hell,August,2021,16.24,"20,000","50,000","35,000",ChaosForge,Hyperstrange
287,Sairento VR,February,2018,29.99,"100,000","200,000","150,000","Mixed Realms Pte Ltd, Swag Soft Holdings Pte Ltd",Mixed Realms Pte Ltd
288,The Adventure Pals,April,2018,14.99,"200,000","500,000","350,000",Massive Monster,Armor Games Studios
289,The Count Lucanor,March,2016,9.99,"100,000","200,000","150,000",Baroque Decay,Neon Doctrine
290,Plebby Quest: The Crusades,April,2020,19.99,"200,000","500,000","350,000",PiedPipers Team,NEOWIZ
291,Indivisible,October,2019,39.99,"100,000","200,000","150,000",Lab Zero Games,505 Games
292,Roguebook,June,2021,24.99,"100,000","200,000","150,000",Abrakam Entertainment SA,Nacon
293,Everything,April,2017,14.99,"100,000","200,000","150,000",David OReilly,"David OReilly, PLAYISM (Japan)"
294,Apotheon,February,2015,14.99,"200,000","500,000","350,000",Alientrap,Alientrap
295,Dungeon Fighter Online,August,2016,0,"500,000","1,000,000","750,000",Neople,Neople
296,Cthulhu Saves the World,July,2011,2.99,"1,000,000","2,000,000","1,500,000",Zeboyd Games,Zeboyd Games
297,Crashlands,January,2016,14.99,"100,000","200,000","150,000",Butterscotch Shenanigans,Butterscotch Shenanigans
298,Fallout 4 VR,December,2017,59.99,"500,000","1,000,000","750,000",Bethesda Game Studios,Bethesda Softworks
299,Wuppo: Definitive Edition,September,2016,14.99,"100,000","200,000","150,000",Knuist & Perzik,SOEDESCO
300,Iratus: Lord of the Dead,April,2020,29.99,"200,000","500,000","350,000",Unfrozen,Daedalic Entertainment
301,Battle Chasers: Nightwar,October,2017,7.49,"200,000","500,000","350,000",Airship Syndicate,THQ Nordic
302,Baldur's Gate II: Enhanced Edition,November,2013,19.99,"50,000","100,000","75,000",Beamdog,Beamdog
303,Pit People,March,2018,19.99,"200,000","500,000","350,000",The Behemoth,The Behemoth
304,Hand of Fate,February,2015,19.99,"500,000","1,000,000","750,000",Defiant Development,Defiant Development
305,SCARLET NEXUS,June,2021,17.99,"500,000","1,000,000","750,000",BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment
306,Baldur's Gate: Enhanced Edition,January,2013,19.99,"1,000,000","2,000,000","1,500,000",Beamdog,Beamdog
307,Mutant Year Zero: Road to Eden,December,2018,34.99,"500,000","1,000,000","750,000",The Bearded Ladies,Funcom
308,Remnant: From the Ashes,August,2019,15.99,"2,000,000","5,000,000","3,500,000",Gunfire Games,Perfect World Entertainment
309,Mount & Blade: Warband,March,2010,19.99,"2,000,000","5,000,000","3,500,000",TaleWorlds Entertainment,TaleWorlds Entertainment
310,Cosmic Star Heroine,April,2017,14.99,"100,000","200,000","150,000",Zeboyd Games,Zeboyd Games
311,DeathSpank,October,2010,14.99,"100,000","200,000","150,000",Hothead Games,Electronic Arts
312,SpellForce 3: Fallen God,November,2020,19.99,"100,000","200,000","150,000",Grimlore Games,THQ Nordic
313,Lords of the Realm II,October,1996,2.99,"50,000","100,000","75,000",Impressions Games,Rebellion
314,Expeditions: Conquistador,May,2013,19.99,"100,000","200,000","150,000",Logic Artists,THQ Nordic
315,Arx Fatalis,November,2002,4.99,"200,000","500,000","350,000",Arkane Studios,Arkane Studios
316,The Incredible Adventures of Van Helsing II,May,2014,1.49,"200,000","500,000","350,000",NeocoreGames,NeocoreGames
317,Deathtrap,February,2015,1.99,"200,000","500,000","350,000",NeocoreGames,NeocoreGames
318,Shadows: Awakening,August,2018,29.99,"100,000","200,000","150,000",Games Farm,Kalypso Media
319,Tower of Time,April,2018,24.99,"50,000","100,000","75,000",Event Horizon,Event Horizon
320,Star Renegades,September,2020,24.99,"200,000","500,000","350,000","Massive Damage, Inc.",Raw Fury
321,Eldritch,October,2013,14.99,"200,000","500,000","350,000",Minor Key Games,Minor Key Games
322,Might & Magic: Heroes VI,October,2011,19.99,"500,000","1,000,000","750,000",Blackhole,Ubisoft
323,NEO Scavenger,December,2014,14.99,"500,000","1,000,000","750,000",Blue Bottle Games,Blue Bottle Games
324,TERA - Action MMORPG,January,2017,0,"1,000,000","2,000,000","1,500,000","Bluehole, Inc.",Gameforge 4D GmbH
325,Reigns,August,2016,2.99,"500,000","1,000,000","750,000",Nerial,Devolver Digital
326,Risen,October,2009,9.99,"500,000","1,000,000","750,000",Piranha Bytes,THQ Nordic
327,Tales of Zestiria,October,2015,49.99,"500,000","1,000,000","750,000",BANDAI NAMCO Studio Inc.,BANDAI NAMCO Entertainment
328,Child of Light,April,2014,14.99,"500,000","1,000,000","750,000",Ubisoft Montréal,Ubisoft
329,LISA: The Painful,December,2014,9.99,"200,000","500,000","350,000",Dingaling,"Dingaling Productions, LLC"
330,Risk of Rain,November,2013,9.99,"1,000,000","2,000,000","1,500,000",Hopoo Games,Chucklefish
331,Freud's Bones-the game,May,2022,13.99,"20,000","20,000","20,000",Axel Fox (Fortuna Imperatore),Axel Fox (Fortuna Imperatore)
332,Hypergalactic Psychic Table Tennis 3000,March,2020,1.99,"20,000","20,000","20,000",Blue Wizard Digital,Blue Wizard Digital
333,Echoes of Aetheria,January,2016,14.99,"20,000","20,000","20,000",Dancing Dragon Games,Komodo
334,Signs of the Sojourner,May,2020,19.99,"20,000","20,000","20,000",Echodog Games,Echodog Games
335,Rebel Galaxy Outlaw,September,2020,29.99,"20,000","50,000","35,000",Double Damage Games,Double Damage Games
336,Lovecraft's Untold Stories,January,2019,14.99,"50,000","100,000","75,000",LLC Blini Games,Fulqrum Publishing
337,Arcadia Fallen,November,2021,24.99,"20,000","20,000","20,000",Galdra Studios,Galdra Studios
338,Deathtrap Dungeon: The Interactive Video Adventure,April,2020,7.99,"20,000","20,000","20,000",Branching Narrative Ltd,Branching Narrative Ltd
339,Din's Curse,March,2010,9.99,"20,000","50,000","35,000",Soldak Entertainment,Soldak Entertainment
340,Stirring Abyss,October,2020,24.99,"20,000","20,000","20,000","Sleepy Sentry, K-Project",Slitherine Ltd.
341,Aggelos,June,2018,14.99,"20,000","50,000","35,000",Storybird Games,"PQube, Look At My Game"
342,Operencia: The Stolen Sun,March,2020,29.99,"20,000","50,000","35,000",Zen Studios,Zen Studios
343,BEAUTIFUL DESOLATION,February,2020,19.99,"50,000","100,000","75,000",THE BROTHERHOOD,THE BROTHERHOOD
344,Feudal Alloy,January,2019,1.69,"20,000","50,000","35,000",Attu Games,Attu Games
345,STORY OF SEASONS: Pioneers of Olive Town,September,2021,29.99,"20,000","50,000","35,000",Marvelous Inc.,"XSEED Games, Marvelous USA, Inc., Marvelous"
346,Demigod,December,2011,9.99,"50,000","100,000","75,000",Gas Powered Games,Stardock Entertainment
347,Ys VI: The Ark of Napishtim,April,2015,19.99,"100,000","200,000","150,000",Nihon Falcom,"XSEED Games, Marvelous USA, Inc."
348,Castle In The Darkness,February,2015,9.99,"50,000","100,000","75,000","Matt Kap, Nicalis, Inc.","Nicalis, Inc."
349,Overture,January,2015,4.99,"200,000","500,000","350,000",Black Shell Games,Plug In Digital
350,Candleman: The Complete Journey,January,2018,14.99,"20,000","50,000","35,000",Candleman Games,Candleman Games
351,Avernum: Escape From the Pit,April,2012,9.99,"100,000","200,000","150,000",Spiderweb Software,Spiderweb Software
352,Fight The Dragon,December,2014,9.99,"100,000","200,000","150,000",3 Sprockets,3 Sprockets
353,Driftland: The Magic Revival,April,2019,19.99,"100,000","200,000","150,000",Star Drifters,Star Drifters
354,Aegis Defenders,February,2018,19.99,"200,000","500,000","350,000",GUTS Department,Humble Games
355,Eldest Souls,July,2021,19.99,"50,000","100,000","75,000",Fallen Flag Studio,"United Label, CI Games"
356,Weird West,March,2022,39.99,"100,000","200,000","150,000",WolfEye Studios,Devolver Digital
357,Neo Cab,October,2019,2.99,"200,000","500,000","350,000",Chance Agency,Fellow Traveller
358,Mercenary Kings: Reloaded Edition,March,2014,19.99,"200,000","500,000","350,000",Tribute Games Inc.,Tribute Games Inc.
359,Might & Magic: Clash of Heroes,September,2011,9.99,"200,000","500,000","350,000",Capybara Games,Ubisoft
360,Sable,September,2021,9.99,"100,000","200,000","150,000",Shedworks,Raw Fury
361,Curious Expedition 2,January,2021,9.99,"200,000","500,000","350,000",Maschinen-Mensch,Thunderful Publishing
362,Pathologic Classic HD,October,2015,12.99,"100,000","200,000","150,000","Ice-Pick Lodge, General Arcade",Good Shepherd Entertainment
363,Ys Origin,May,2012,19.99,"200,000","500,000","350,000",Nihon Falcom,XSEED Games
364,Cat Quest II,September,2019,4.49,"100,000","200,000","150,000",The Gentlebros,PQube
365,Dig or Die,July,2018,11.99,"200,000","500,000","350,000",Gaddy Games,Gaddy Games
366,The Surge 2,September,2019,29.99,"500,000","1,000,000","750,000",Deck13,Focus Entertainment
367,Vindictus,June,2012,0,"1,000,000","2,000,000","1,500,000",devCAT,NEXON Korea Corp. & NEXON America Inc.
368,The Ship: Murder Party,July,2006,9.99,"1,000,000","2,000,000","1,500,000",Outerlight Ltd.,Blazing Griffin
369,Secret World Legends,July,2017,0,"1,000,000","2,000,000","1,500,000",Funcom,Funcom
370,WAKFU,September,2014,0,"1,000,000","2,000,000","1,500,000",Ankama Studio,Ankama Games
371,Shadowrun Returns,July,2013,9.99,"1,000,000","2,000,000","1,500,000",Harebrained Schemes,Paradox Interactive
372,Kingdom Come: Deliverance,February,2018,29.99,"2,000,000","5,000,000","3,500,000",Warhorse Studios,"Warhorse Studios, Prime Matter"
373,Vaporum,September,2017,19.99,"50,000","100,000","75,000","Fatbot Games, s. r. o.","Fatbot Games, s. r. o."
374,Dreamfall: The Longest Journey,April,2006,19.99,"200,000","500,000","350,000",Funcom,Funcom
375,Omensight: Definitive Edition,May,2018,9.99,"50,000","100,000","75,000",Spearhead Games,Spearhead Games
376,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,September,2012,9.99,"200,000","500,000","350,000",Opus,Marvelous
377,Blade of Darkness,October,2021,14.99,"50,000","100,000","75,000","Rebel Act Studios, Fire Falcom, General Arcade",SNEG
378,Rebuild 3: Gangs of Deadsville,May,2015,5.99,"200,000","500,000","350,000","Northway Games, Sarah Northway",Northway Games
379,Captain Tsubasa: Rise of New Champions,September,2020,59.99,"100,000","200,000","150,000",TAMSOFT CORPORATION,BANDAI NAMCO Entertainment
380,Vigil: The Longest Night,October,2020,21.99,"100,000","200,000","150,000",Glass Heart Games,Neon Doctrine
381,Ziggurat,October,2014,14.99,"200,000","500,000","350,000",Milkstone Studios,Milkstone Studios
382,Chroma Squad,April,2015,14.99,"100,000","200,000","150,000",Behold Studios,Behold Studios
383,Black Book,August,2021,24.99,"100,000","200,000","150,000",Morteshka,HypeTrain Digital
384,Ghost of a Tale,March,2018,24.99,"200,000","500,000","350,000",SeithCG,SeithCG
385,Two Worlds II HD,February,2011,19.99,"500,000","1,000,000","750,000",Reality Pump Studios,"Topware Interactive, ACE"
386,Victor Vran ARPG,July,2015,4.99,"500,000","1,000,000","750,000",Haemimont Games,"Haemimont Games, EuroVideo Medien"
387,Atelier Ryza: Ever Darkness & the Secret Hideout,October,2019,29.99,"200,000","500,000","350,000","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
388,Chernobylite,July,2021,29.99,"500,000","1,000,000","750,000",The Farm 51,The Farm 51
389,Tropico 5,May,2014,19.99,"500,000","1,000,000","750,000",Haemimont Games,Kalypso Media Digital
390,Armello,September,2015,19.99,"1,000,000","2,000,000","1,500,000",League of Geeks,League of Geeks
391,S.T.A.L.K.E.R.: Clear Sky,September,2008,9.99,"1,000,000","2,000,000","1,500,000",GSC Game World,GSC World Publishing
392,Borderlands: The Pre-Sequel,October,2014,39.99,"2,000,000","5,000,000","3,500,000","2K Australia, Gearbox Software, Aspyr (Linux)","2K, Aspyr (Linux)"
393,Kenshi,December,2018,29.99,"1,000,000","2,000,000","1,500,000",Lo-Fi Games,Lo-Fi Games
394,Ravenmark: Scourge of Estellion,September,2015,14.99,"20,000","20,000","20,000",Witching Hour Studios,Slitherine Ltd.
395,Serpent in the Staglands,May,2015,13.99,"50,000","100,000","75,000",Whalenought Studios,Whalenought Studios
396,Ambition: A Minuet in Power,August,2021,19.99,"20,000","20,000","20,000",Joy Manufacturing Co.,Iceberg Interactive
397,Jack Move,September,2022,19.99,"20,000","50,000","35,000",So Romantic,HypeTrain Digital
398,Eschalon: Book I,November,2007,0,"50,000","100,000","75,000",Basilisk Games,Basilisk Games
399,World to the West,May,2017,14.99,"20,000","50,000","35,000",Rain Games,Rain Games
400,Super Cane Magic ZERO - Legend of the Cane Cane,May,2019,19.99,"20,000","20,000","20,000",Studio Evil,"Studio Evil, Intragames Co.,Ltd."
401,Avadon: The Black Fortress,August,2011,4.99,"200,000","500,000","350,000",Spiderweb Software,Spiderweb Software
402,Drakensang,February,2009,9.99,"100,000","200,000","150,000",Radon Labs,DTP Entertainment
403,Arboria,September,2021,19.99,"20,000","20,000","20,000",Dreamplant,All in! Games
404,Shardlight,March,2016,14.99,"50,000","100,000","75,000",Wadjet Eye Games,Wadjet Eye Games
405,Patrician III,November,2010,4.99,"100,000","200,000","150,000",Ascaron Entertainment ltd.,Kalypso Media Digital
406,Ironcast,March,2015,14.99,"50,000","100,000","75,000",Dreadbit,Ripstone
